Customer_ID,Gender,Age,Signup_Date,Last_Purchase,Total_Spend,Payment_Method,Subscription_Type,Contract,Support_Calls,Monthly_Visits,Churn
815.0,,45.0,2023-03-05 19:48:53.721285,2024-04-26 19:48:53.727786,,Credit Card,Premium,Two Year,2.0,27.3,0.0
816.0,M,20.0,2020-05-20 19:48:53.721295,2024-07-06 19:48:53.727791,,Credit Card,Premium,Two Year,0.0,27.8,0.0
817.0,M,37.0,2022-09-03 19:48:53.721306,2024-10-04 19:48:53.727796,372.02,Credit Card,Standard,One Year,5.0,4.3,1.0
818.0,F,,2021-02-05 19:48:53.721316,2023-09-28 19:48:53.727801,1114.9,Credit Card,Premium,One Year,3.0,19.1,0.0
,F,,2021-07-03 19:48:53.721326,2024-07-13 19:48:53.727807,1090.12,PayPal,Premium,Month-to-Month,1.0,19.3,0.0
820.0,M,45.0,2022-12-26 19:48:53.721335,2023-12-15 19:48:53.727828,391.58,Credit Card,Standard,One Year,7.0,6.1,0.0
821.0,M,29.0,2021-05-09 19:48:53.721345,2024-06-09 19:48:53.727834,710.6,Debit Card,Standard,,7.0,17.3,1.0
,F,49.0,2021-10-26 19:48:53.721355,2024-01-07 19:48:53.727839,1254.02,Credit Card,Premium,Month-to-Month,3.0,,1.0
823.0,M,57.0,2023-07-06 19:48:53.721365,2024-03-02 19:48:53.727844,1699.67,Credit Card,Premium,One Year,2.0,16.1,0.0
824.0,F,31.0,2023-04-15 19:48:53.721374,2024-04-24 19:48:53.727850,916.18,PayPal,Premium,,5.0,19.1,0.0
825.0,F,30.0,2024-07-18 19:48:53.721385,2025-01-13 19:48:53.727855,1371.27,Credit Card,Premium,Month-to-Month,2.0,18.0,0.0
826.0,M,49.0,,2024-05-21 19:48:53.727860,1990.02,Credit Card,Premium,Two Year,1.0,18.5,0.0
827.0,,50.0,2019-12-13 19:48:53.721404,2024-02-13 19:48:53.727865,1724.53,PayPal,Premium,Month-to-Month,6.0,,1.0
828.0,M,,2024-05-04 19:48:53.721414,2024-10-22 19:48:53.727871,,Debit Card,Premium,Month-to-Month,0.0,23.4,0.0
829.0,F,30.0,2024-03-03 19:48:53.721424,2023-10-27 19:48:53.727876,406.14,PayPal,Standard,Two Year,0.0,1.1,1.0
830.0,F,,2022-05-01 19:48:53.721434,2023-11-03 19:48:53.727881,1080.35,PayPal,,One Year,0.0,21.4,
831.0,F,21.0,2021-11-09 19:48:53.721442,2023-11-30 19:48:53.727886,1291.47,PayPal,Premium,One Year,1.0,21.1,0.0
832.0,M,25.0,2019-08-26 19:48:53.721451,2024-05-22 19:48:53.727892,1736.1,,Premium,Month-to-Month,0.0,16.7,0.0
833.0,F,24.0,2021-09-30 19:48:53.721461,2024-07-15 19:48:53.727897,619.27,Credit Card,Standard,Month-to-Month,9.0,13.8,1.0
834.0,M,27.0,2022-06-09 19:48:53.721470,2024-03-31 19:48:53.727902,190.2,Credit Card,Standard,Two Year,2.0,14.3,0.0
835.0,M,34.0,2023-06-20 19:48:53.721479,2024-05-18 19:48:53.727907,738.56,Credit Card,Standard,One Year,1.0,14.7,1.0
836.0,M,37.0,2022-03-25 19:48:53.721489,,478.13,Credit Card,Standard,,,14.8,0.0
837.0,F,50.0,2020-08-11 19:48:53.721499,2024-05-29 19:48:53.727918,310.14,PayPal,Standard,Month-to-Month,8.0,1.0,1.0
838.0,M,,2022-10-03 19:48:53.721508,2023-12-08 19:48:53.727923,1402.32,PayPal,Premium,Month-to-Month,4.0,29.3,1.0
839.0,F,44.0,2021-03-16 19:48:53.721518,,1526.09,Credit Card,Premium,Two Year,2.0,27.2,
840.0,F,32.0,2024-03-30 19:48:53.721527,2024-06-28 19:48:53.727934,1471.87,Credit Card,Premium,,7.0,28.6,1.0
,M,34.0,2021-09-06 19:48:53.721537,2024-01-22 19:48:53.727939,394.26,PayPal,Standard,One Year,2.0,1.3,
842.0,F,41.0,,2024-06-27 19:48:53.727946,408.9,Credit Card,Standard,Month-to-Month,2.0,18.7,1.0
843.0,M,23.0,2020-05-23 19:48:53.721555,2024-05-22 19:48:53.727951,,PayPal,,One Year,1.0,27.1,0.0
844.0,F,38.0,2020-03-22 19:48:53.721566,,,,Premium,Two Year,2.0,27.6,0.0
845.0,F,36.0,2020-12-15 19:48:53.721575,2024-02-03 19:48:53.727969,1450.11,Credit Card,Premium,,2.0,16.4,0.0
846.0,M,39.0,2024-06-09 19:48:53.721585,2024-05-22 19:48:53.727978,113.55,Credit Card,Standard,Month-to-Month,5.0,15.0,
,F,37.0,2023-05-05 19:48:53.721595,2024-02-21 19:48:53.727988,1719.39,Credit Card,Premium,One Year,2.0,29.4,1.0
848.0,M,59.0,2020-12-12 19:48:53.721604,2024-06-24 19:48:53.727996,1918.93,PayPal,Premium,One Year,4.0,25.2,0.0
849.0,M,28.0,2024-01-31 19:48:53.721613,2024-07-17 19:48:53.728001,1936.77,Debit Card,Premium,Month-to-Month,0.0,23.6,1.0
850.0,F,29.0,,2024-06-23 19:48:53.728006,1242.82,,,,1.0,,1.0
,M,28.0,2021-12-26 19:48:53.721632,2024-06-13 19:48:53.728012,117.06,Credit Card,Standard,One Year,3.0,9.4,1.0
852.0,M,29.0,2019-08-24 19:48:53.721641,2024-08-05 19:48:53.728017,1422.08,Credit Card,Premium,Two Year,8.0,24.0,0.0
853.0,M,28.0,2020-12-14 19:48:53.721651,2024-07-19 19:48:53.728024,98.96,PayPal,Standard,,,10.1,1.0
854.0,F,46.0,2021-02-04 19:48:53.721660,2024-02-13 19:48:53.728029,1920.78,PayPal,Premium,Month-to-Month,5.0,29.0,1.0
855.0,M,49.0,2023-06-09 19:48:53.721667,2024-06-03 19:48:53.728036,1020.3,,Premium,Month-to-Month,2.0,16.1,0.0
856.0,M,29.0,,2023-11-18 19:48:53.728045,1103.32,Credit Card,Premium,Month-to-Month,1.0,22.5,0.0
,F,26.0,2024-09-25 19:48:53.721677,2024-02-17 19:48:53.728055,331.24,PayPal,Standard,Two Year,,14.1,1.0
858.0,F,,2021-10-25 19:48:53.721682,2024-10-16 19:48:53.728064,,Credit Card,Premium,,2.0,26.9,0.0
859.0,M,,2021-07-20 19:48:53.721688,2025-01-29 19:48:53.728073,,Credit Card,Premium,One Year,1.0,23.7,0.0
,M,41.0,2019-09-11 19:48:53.721693,2024-06-13 19:48:53.728080,1347.58,Credit Card,Premium,Month-to-Month,1.0,28.6,0.0
861.0,M,37.0,2021-10-30 19:48:53.721698,2024-09-30 19:48:53.728085,144.91,,,Month-to-Month,6.0,18.9,0.0
862.0,M,19.0,2022-08-06 19:48:53.721708,2024-10-23 19:48:53.728093,1120.65,Debit Card,Premium,One Year,0.0,16.0,
863.0,M,50.0,2023-10-31 19:48:53.721713,,,Debit Card,,Month-to-Month,4.0,8.6,1.0
864.0,F,52.0,2020-03-29 19:48:53.721718,2023-12-29 19:48:53.728104,976.94,,Premium,Month-to-Month,2.0,15.4,1.0
865.0,F,28.0,2020-10-31 19:48:53.721724,2023-10-13 19:48:53.728110,1533.99,Credit Card,Premium,,4.0,,0.0
866.0,F,31.0,2022-04-12 19:48:53.721729,2024-09-02 19:48:53.728115,1478.9,Credit Card,Premium,Month-to-Month,,23.1,1.0
867.0,,37.0,2024-07-19 19:48:53.721734,2024-05-23 19:48:53.728120,1657.64,Credit Card,Premium,Month-to-Month,2.0,,
868.0,F,38.0,2020-03-20 19:48:53.721740,2024-06-14 19:48:53.728125,1925.25,Credit Card,Premium,Month-to-Month,2.0,27.7,
869.0,M,41.0,2024-10-18 19:48:53.721745,2023-09-23 19:48:53.728130,1894.71,PayPal,Premium,Month-to-Month,6.0,16.9,1.0
870.0,F,55.0,,2024-04-21 19:48:53.728136,1935.29,Credit Card,,Two Year,7.0,16.4,0.0
871.0,F,33.0,2022-11-30 19:48:53.721755,2024-12-26 19:48:53.728144,203.33,Credit Card,Standard,Month-to-Month,1.0,,1.0
872.0,M,27.0,2021-12-09 19:48:53.721760,2024-04-22 19:48:53.728153,957.88,,,Month-to-Month,0.0,23.0,0.0
873.0,F,21.0,2021-09-15 19:48:53.721765,2024-07-22 19:48:53.728162,248.8,Credit Card,Standard,Month-to-Month,7.0,6.1,1.0
874.0,M,27.0,2023-07-23 19:48:53.721771,2024-05-07 19:48:53.728172,1874.1,Credit Card,Premium,,2.0,28.5,0.0
,F,34.0,,2024-01-19 19:48:53.728179,1966.46,Credit Card,Premium,Month-to-Month,4.0,28.9,0.0
876.0,M,52.0,2021-08-17 19:48:53.721781,2024-05-16 19:48:53.728184,1831.19,Debit Card,Premium,One Year,,21.0,1.0
877.0,M,29.0,2023-10-03 19:48:53.721786,2024-12-09 19:48:53.728189,932.02,Credit Card,Premium,,,28.4,0.0
878.0,F,37.0,2023-02-03 19:48:53.721792,2024-04-12 19:48:53.728194,1936.91,Credit Card,Premium,Month-to-Month,4.0,20.8,0.0
,M,34.0,2022-12-15 19:48:53.721797,2024-10-29 19:48:53.728199,1308.03,Debit Card,Premium,Month-to-Month,4.0,26.1,1.0
880.0,F,46.0,2024-05-23 19:48:53.721802,2024-09-20 19:48:53.728205,811.17,Debit Card,,Two Year,1.0,22.1,0.0
881.0,M,60.0,2023-11-27 19:48:53.721808,2024-01-25 19:48:53.728210,1330.87,Credit Card,,Two Year,3.0,16.8,0.0
882.0,F,29.0,2019-08-30 19:48:53.721813,2024-11-09 19:48:53.728215,46.39,PayPal,Standard,Month-to-Month,6.0,,1.0
,F,30.0,2024-02-10 19:48:53.721818,2023-12-13 19:48:53.728220,439.66,Credit Card,Standard,,4.0,9.6,1.0
884.0,M,,2024-08-06 19:48:53.721823,2024-06-07 19:48:53.728225,1206.26,Credit Card,Premium,Two Year,0.0,26.0,
885.0,M,,2022-10-04 19:48:53.721829,2024-07-20 19:48:53.728231,1368.12,Credit Card,Premium,Month-to-Month,,20.5,1.0
886.0,M,53.0,2020-10-23 19:48:53.721835,2023-10-30 19:48:53.728236,1535.8,PayPal,Premium,Two Year,6.0,15.3,0.0
887.0,,40.0,2021-07-19 19:48:53.721841,2023-11-25 19:48:53.728241,1842.56,PayPal,Premium,Month-to-Month,6.0,,1.0
888.0,M,31.0,2021-05-21 19:48:53.721846,2024-03-31 19:48:53.728247,1594.28,Credit Card,Premium,Two Year,5.0,22.4,0.0
,F,40.0,2022-11-07 19:48:53.721851,,1320.86,Credit Card,Premium,One Year,1.0,25.3,1.0
890.0,F,46.0,2024-08-13 19:48:53.721857,2024-06-07 19:48:53.728257,1783.31,PayPal,Premium,,6.0,,0.0
891.0,,43.0,2021-04-12 19:48:53.721862,2024-04-29 19:48:53.728262,1886.7,Credit Card,Premium,One Year,5.0,25.4,0.0
892.0,F,40.0,2023-02-09 19:48:53.721868,,943.71,Credit Card,Premium,Month-to-Month,,,
893.0,F,45.0,2024-08-26 19:48:53.721873,2024-05-28 19:48:53.728278,430.23,PayPal,Standard,Two Year,3.0,14.4,0.0
894.0,F,46.0,2022-06-06 19:48:53.721878,2024-07-29 19:48:53.728287,234.76,PayPal,Standard,Month-to-Month,2.0,10.4,0.0
895.0,M,48.0,2023-12-12 19:48:53.721884,2023-11-23 19:48:53.728295,856.47,PayPal,Premium,,5.0,28.7,1.0
896.0,F,41.0,2024-07-17 19:48:53.721893,,538.15,Debit Card,Standard,One Year,1.0,10.3,1.0
897.0,F,33.0,2020-11-04 19:48:53.721901,2024-09-05 19:48:53.728312,691.59,Credit Card,Standard,One Year,4.0,,
898.0,F,36.0,2022-06-06 19:48:53.721911,2023-10-11 19:48:53.728321,995.48,,Premium,Two Year,8.0,18.0,0.0
,M,47.0,2020-01-16 19:48:53.721919,,1774.9,PayPal,Premium,,6.0,19.6,1.0
,M,,2022-03-18 19:48:53.721924,2024-05-02 19:48:53.728338,1824.07,Credit Card,Premium,One Year,,15.6,1.0
901.0,M,38.0,2024-02-15 19:48:53.721929,,732.33,Credit Card,Standard,One Year,,13.0,
,,31.0,2020-07-24 19:48:53.721934,2024-08-12 19:48:53.728357,219.58,Credit Card,Standard,Month-to-Month,0.0,5.7,1.0
903.0,M,,2023-04-06 19:48:53.721940,2025-01-27 19:48:53.728367,1884.74,,Premium,Month-to-Month,5.0,19.6,0.0
904.0,,47.0,2024-07-07 19:48:53.721945,2024-04-15 19:48:53.728377,1184.8,PayPal,Premium,Month-to-Month,3.0,26.6,0.0
905.0,F,36.0,2022-02-15 19:48:53.721951,2024-06-14 19:48:53.728385,,PayPal,,Month-to-Month,7.0,19.9,1.0
906.0,M,,2021-02-28 19:48:53.721956,2024-08-25 19:48:53.728390,860.61,,Premium,Two Year,2.0,18.6,0.0
907.0,M,21.0,2022-02-02 19:48:53.721961,2024-12-17 19:48:53.728395,852.66,Credit Card,Premium,One Year,9.0,17.5,0.0
908.0,M,42.0,2023-07-24 19:48:53.721966,2024-04-08 19:48:53.728401,579.09,Debit Card,Standard,One Year,,15.7,1.0
909.0,F,41.0,2022-11-19 19:48:53.721971,2024-12-28 19:48:53.728406,1333.38,Credit Card,Premium,Two Year,6.0,16.9,0.0
910.0,F,56.0,2022-05-24 19:48:53.721976,2024-09-21 19:48:53.728411,212.47,Credit Card,Standard,Month-to-Month,,9.6,
911.0,M,31.0,,2024-03-31 19:48:53.728416,160.43,Credit Card,Standard,Two Year,1.0,,1.0
912.0,F,,2019-08-26 19:48:53.721987,2023-12-11 19:48:53.728422,539.26,Credit Card,Standard,Month-to-Month,6.0,14.1,1.0
913.0,M,37.0,,2024-06-30 19:48:53.728427,800.48,Credit Card,Premium,Two Year,,24.5,0.0
914.0,F,50.0,2021-11-16 19:48:53.721997,2024-02-22 19:48:53.728432,1767.07,Credit Card,,Month-to-Month,7.0,27.2,1.0
915.0,F,34.0,2019-10-25 19:48:53.722003,2024-04-14 19:48:53.728438,895.1,Credit Card,,,0.0,15.7,0.0
916.0,F,37.0,2023-05-26 19:48:53.722008,2025-01-01 19:48:53.728443,,Credit Card,Premium,Month-to-Month,5.0,,0.0
917.0,M,41.0,2022-08-07 19:48:53.722013,2024-02-18 19:48:53.728448,1263.48,Credit Card,Premium,Month-to-Month,2.0,19.2,1.0
918.0,F,36.0,2021-10-01 19:48:53.722018,2024-11-17 19:48:53.728454,1381.83,Credit Card,Premium,One Year,5.0,17.2,0.0
919.0,F,30.0,2024-03-05 19:48:53.722023,2024-06-13 19:48:53.728459,1225.99,PayPal,Premium,Month-to-Month,,19.3,1.0
920.0,M,36.0,2020-12-29 19:48:53.722028,2024-01-18 19:48:53.728464,1184.85,PayPal,Premium,One Year,2.0,19.6,0.0
921.0,F,45.0,2020-06-05 19:48:53.722034,2024-05-07 19:48:53.728469,1956.7,Credit Card,Premium,Month-to-Month,1.0,22.8,1.0
922.0,,24.0,2022-04-14 19:48:53.722043,2024-08-27 19:48:53.728475,1569.9,,Premium,,0.0,25.0,1.0
923.0,F,36.0,2023-04-19 19:48:53.722052,2024-08-13 19:48:53.728480,28.51,PayPal,Standard,Month-to-Month,4.0,8.2,
924.0,M,27.0,2023-01-17 19:48:53.722061,2024-02-04 19:48:53.728485,349.84,Credit Card,,Month-to-Month,4.0,,1.0
925.0,F,46.0,2024-03-07 19:48:53.722067,,1850.01,Credit Card,Premium,Month-to-Month,6.0,20.0,1.0
,,19.0,,2024-01-27 19:48:53.728496,1161.75,,Premium,Month-to-Month,,19.4,1.0
927.0,M,29.0,2021-03-24 19:48:53.722077,2023-10-29 19:48:53.728501,913.47,Debit Card,Premium,Month-to-Month,3.0,23.1,
928.0,M,38.0,2020-04-09 19:48:53.722083,2024-06-28 19:48:53.728506,1710.06,PayPal,Premium,Month-to-Month,2.0,15.4,
929.0,M,50.0,2023-03-28 19:48:53.722088,2025-01-26 19:48:53.728511,1527.22,Credit Card,Premium,Month-to-Month,0.0,16.2,0.0
930.0,,34.0,2023-05-04 19:48:53.722094,2024-04-21 19:48:53.728517,460.55,PayPal,Standard,Month-to-Month,2.0,8.9,1.0
931.0,M,29.0,2024-07-05 19:48:53.722099,2023-11-18 19:48:53.728522,,Credit Card,Premium,One Year,9.0,29.1,0.0
932.0,F,53.0,2024-04-06 19:48:53.722104,2024-10-14 19:48:53.728528,968.6,,Premium,Two Year,7.0,25.8,0.0
933.0,M,,2021-12-09 19:48:53.722111,2023-10-16 19:48:53.728533,1547.06,Credit Card,Premium,Month-to-Month,2.0,16.3,
934.0,M,18.0,2023-01-23 19:48:53.722116,2024-07-14 19:48:53.728539,1049.39,Credit Card,Premium,One Year,,27.7,0.0
935.0,F,39.0,2023-07-11 19:48:53.722121,2023-12-27 19:48:53.728544,1404.88,PayPal,Premium,One Year,7.0,26.0,1.0
936.0,M,29.0,2022-11-30 19:48:53.722126,2024-08-02 19:48:53.728549,1453.86,Credit Card,Premium,Month-to-Month,3.0,24.2,1.0
,F,24.0,2024-02-17 19:48:53.722134,2024-02-29 19:48:53.728556,1140.21,Credit Card,Premium,,0.0,27.3,0.0
938.0,F,42.0,2019-11-01 19:48:53.722143,2024-07-22 19:48:53.728565,1938.11,Debit Card,Premium,Month-to-Month,0.0,21.1,1.0
939.0,F,37.0,2022-05-06 19:48:53.722152,2024-05-14 19:48:53.728574,1810.96,Credit Card,Premium,One Year,4.0,,
940.0,,,2023-10-07 19:48:53.722162,2024-05-18 19:48:53.728583,1666.85,Credit Card,Premium,Month-to-Month,9.0,,1.0
941.0,,22.0,2024-08-26 19:48:53.722169,2024-06-01 19:48:53.728593,893.59,Credit Card,Premium,One Year,5.0,23.2,
942.0,M,43.0,2023-05-31 19:48:53.722178,2024-10-12 19:48:53.728601,93.84,PayPal,Standard,One Year,,11.2,0.0
943.0,M,41.0,,2024-10-06 19:48:53.728610,,PayPal,Premium,Month-to-Month,,23.5,0.0
944.0,M,34.0,2023-03-27 19:48:53.722197,2024-09-16 19:48:53.728619,992.86,,Premium,Month-to-Month,6.0,29.2,0.0
945.0,F,53.0,2020-07-19 19:48:53.722206,2024-12-01 19:48:53.728628,1973.92,PayPal,Premium,Two Year,7.0,28.5,0.0
,M,24.0,,2024-05-04 19:48:53.728637,990.22,Credit Card,Premium,Month-to-Month,5.0,28.1,1.0
947.0,F,19.0,2021-08-19 19:48:53.722217,2024-03-28 19:48:53.728645,1384.96,PayPal,Premium,One Year,5.0,,1.0
948.0,F,28.0,2022-10-15 19:48:53.722222,2024-06-10 19:48:53.728650,,Credit Card,Premium,Two Year,0.0,29.2,0.0
949.0,F,34.0,2021-03-13 19:48:53.722227,2024-04-08 19:48:53.728655,515.12,Credit Card,Standard,One Year,7.0,2.9,1.0
950.0,M,37.0,2022-12-22 19:48:53.722233,2024-01-09 19:48:53.728660,954.84,,Premium,One Year,6.0,19.0,1.0
951.0,,32.0,,2025-01-25 19:48:53.728668,1316.38,Credit Card,Premium,One Year,2.0,22.4,0.0
952.0,F,38.0,2023-07-14 19:48:53.722243,,1129.65,Credit Card,,Two Year,6.0,27.7,0.0
953.0,F,22.0,2020-12-10 19:48:53.722249,2024-02-01 19:48:53.728687,711.32,Credit Card,Standard,,1.0,10.6,
954.0,M,49.0,2020-04-05 19:48:53.722254,2024-06-16 19:48:53.728693,848.7,,,Month-to-Month,0.0,,0.0
955.0,M,34.0,2020-10-19 19:48:53.722260,2024-07-24 19:48:53.728698,,Credit Card,Premium,Month-to-Month,1.0,17.1,1.0
956.0,F,46.0,2019-12-11 19:48:53.722265,2024-01-06 19:48:53.728704,1799.59,Credit Card,Premium,Two Year,1.0,18.8,0.0
957.0,F,38.0,2022-08-10 19:48:53.722270,2025-01-23 19:48:53.728709,1157.08,Credit Card,Premium,One Year,2.0,26.0,0.0
,F,39.0,2024-05-08 19:48:53.722275,2024-01-07 19:48:53.728714,1747.15,Credit Card,Premium,Month-to-Month,3.0,17.5,0.0
959.0,F,40.0,,2023-12-23 19:48:53.728719,837.46,Credit Card,Premium,Two Year,4.0,20.3,0.0
960.0,F,39.0,,2024-08-11 19:48:53.728725,1960.24,PayPal,,Month-to-Month,3.0,19.0,0.0
,M,41.0,2024-09-10 19:48:53.722292,2024-08-11 19:48:53.728730,1431.91,Debit Card,Premium,Month-to-Month,2.0,20.2,0.0
962.0,M,48.0,2024-06-19 19:48:53.722297,2024-07-02 19:48:53.728735,1163.94,Credit Card,Premium,One Year,0.0,25.6,1.0
963.0,M,36.0,,2025-01-24 19:48:53.728740,1235.1,Credit Card,Premium,Month-to-Month,5.0,20.5,1.0
964.0,M,42.0,2022-02-22 19:48:53.722310,2023-11-16 19:48:53.728746,62.46,Credit Card,Standard,,2.0,11.6,0.0
965.0,F,34.0,,2024-10-09 19:48:53.728751,1987.22,Credit Card,Premium,Month-to-Month,2.0,16.5,0.0
966.0,F,49.0,2020-04-25 19:48:53.722330,2024-08-24 19:48:53.728756,847.15,Debit Card,,Two Year,7.0,27.1,0.0
967.0,F,28.0,2020-06-05 19:48:53.722340,2024-12-27 19:48:53.728761,1585.89,Credit Card,Premium,One Year,6.0,20.5,0.0
968.0,M,53.0,,2024-12-13 19:48:53.728766,,Credit Card,,Month-to-Month,7.0,24.7,1.0
969.0,F,34.0,2021-09-23 19:48:53.722357,2024-07-01 19:48:53.728772,759.64,PayPal,Standard,Two Year,3.0,14.8,0.0
970.0,,20.0,2022-08-07 19:48:53.722367,2024-07-13 19:48:53.728777,1095.2,Credit Card,Premium,,1.0,18.1,0.0
971.0,,36.0,2021-02-11 19:48:53.722375,2023-10-06 19:48:53.728782,1438.5,PayPal,Premium,Month-to-Month,,28.3,
972.0,F,28.0,2022-09-20 19:48:53.722383,2024-03-29 19:48:53.728787,1378.83,Credit Card,Premium,Month-to-Month,1.0,24.2,0.0
973.0,M,43.0,2019-10-06 19:48:53.722393,2024-02-10 19:48:53.728793,1643.44,,Premium,Two Year,3.0,21.4,0.0
974.0,M,28.0,2022-12-14 19:48:53.722406,2024-01-16 19:48:53.728803,881.61,Debit Card,Premium,,,17.7,1.0
,M,30.0,2020-12-20 19:48:53.722416,2024-12-10 19:48:53.728809,1032.55,PayPal,Premium,Month-to-Month,7.0,29.1,1.0
976.0,M,,2021-07-29 19:48:53.722425,2024-10-09 19:48:53.728814,1057.48,Debit Card,Premium,Month-to-Month,1.0,26.3,0.0
977.0,M,30.0,2022-02-03 19:48:53.722435,2024-01-13 19:48:53.728819,,Credit Card,Standard,Month-to-Month,8.0,5.0,1.0
,F,,2024-01-15 19:48:53.722443,2024-05-27 19:48:53.728825,1026.97,Credit Card,Premium,One Year,7.0,20.1,0.0
979.0,F,19.0,,,463.06,PayPal,Standard,Month-to-Month,3.0,16.4,1.0
980.0,F,42.0,2019-12-02 19:48:53.722454,,180.04,,Standard,Month-to-Month,6.0,14.2,1.0
981.0,F,42.0,2020-10-10 19:48:53.722459,2024-04-19 19:48:53.728841,690.68,Credit Card,Standard,Month-to-Month,5.0,15.5,0.0
982.0,M,39.0,2022-05-25 19:48:53.722464,2024-03-08 19:48:53.728846,,Credit Card,Premium,Month-to-Month,7.0,21.6,
983.0,F,25.0,2020-06-19 19:48:53.722469,2024-08-08 19:48:53.728852,1422.19,Credit Card,Premium,Two Year,3.0,25.7,0.0
,M,34.0,2019-09-25 19:48:53.722475,2023-12-17 19:48:53.728857,,Credit Card,Standard,Month-to-Month,6.0,8.3,1.0
985.0,M,34.0,2023-09-26 19:48:53.722480,2024-02-12 19:48:53.728862,1080.87,Credit Card,Premium,,3.0,18.2,0.0
986.0,,23.0,2020-08-10 19:48:53.722485,2024-06-14 19:48:53.728867,,PayPal,Premium,Month-to-Month,8.0,24.5,0.0
987.0,M,,,2024-02-27 19:48:53.728872,222.12,Credit Card,Standard,Month-to-Month,3.0,,0.0
988.0,M,43.0,2023-12-19 19:48:53.722497,2024-07-23 19:48:53.728878,526.85,Credit Card,Standard,Two Year,3.0,,0.0
989.0,M,32.0,2024-06-23 19:48:53.722507,2024-04-02 19:48:53.728883,1440.34,Credit Card,Premium,Month-to-Month,,21.9,1.0
990.0,M,35.0,2020-11-25 19:48:53.722515,2024-11-16 19:48:53.728888,1932.85,,Premium,One Year,7.0,25.1,0.0
991.0,F,37.0,,2024-09-22 19:48:53.728894,,Debit Card,Premium,Two Year,4.0,23.1,0.0
992.0,M,18.0,2021-06-23 19:48:53.722533,2025-01-13 19:48:53.728899,558.15,Credit Card,Standard,Month-to-Month,1.0,17.0,1.0
993.0,M,32.0,2022-08-08 19:48:53.722542,2023-10-16 19:48:53.728904,396.56,Credit Card,Standard,Month-to-Month,3.0,15.5,1.0
994.0,M,28.0,,2024-03-10 19:48:53.728909,1415.09,,Premium,One Year,9.0,15.9,
995.0,F,24.0,2022-11-29 19:48:53.722557,,,Credit Card,Premium,Month-to-Month,6.0,30.0,1.0
,M,32.0,2019-10-13 19:48:53.722562,2024-06-24 19:48:53.728920,369.41,Credit Card,Standard,Month-to-Month,7.0,15.3,
997.0,M,52.0,2022-08-09 19:48:53.722567,2024-12-08 19:48:53.728925,1364.94,Credit Card,Premium,Month-to-Month,0.0,28.0,0.0
998.0,,41.0,2022-11-11 19:48:53.722573,2024-11-03 19:48:53.728930,1647.97,Debit Card,Premium,Month-to-Month,3.0,24.8,1.0
999.0,,29.0,2020-09-10 19:48:53.722578,2024-07-27 19:48:53.728935,753.11,Credit Card,Standard,One Year,5.0,17.3,1.0
1000.0,M,40.0,2023-08-04 19:48:53.722583,2024-10-24 19:48:53.728940,1195.19,Credit Card,Premium,Month-to-Month,7.0,16.7,1.0
